2.8,3.0,3.2,3.4,3.6,3.8
8.0627,7.0774,6.0354,4.7822,4.1108,3.7209
8.0834,7.0919,6.1303,5.0488,4.1413,3.7319
8.5224,7.2904,4.022,5.0598,4.2024,3.9051
8.594,7.3977,4.0572,5.2535,2.8647,2.3359
6.7342,5.3603,4.199,3.5273,2.8953,2.4166
7.1189,5.3807,4.5919,3.6504,2.9453,2.7702
7.4447,5.401,5.1196,3.7015,2.9764,2.9456
9.6616,5.4426,5.1402,3.6595,2.987,2.2616
9.9166,6.774,5.2642,3.7521,3.1851,2.3127
10.1207,6.8872,3.5093,4.0798,2.667,2.3731
6.97,7.3683,3.9153,4.0903,2.8188,2.3916
7.0825,7.4914,3.946,3.1831,2.5308,2.4422
7.1535,4.7215,3.9969,3.2749,2.5784,3.2706
7.366,5.3113,3.8902,3.1384,2.6486,3.3115
6.269,5.362,3.9504,3.2613,3.5597,3.332
6.5202,6.1148,4.0816,3.2921,3.5808,3.3424
6.5305,4.6596,5.8333,3.3225,3.6839,2.1473
6.552,4.7506,6.0623,4.594,3.1861,2.2186
8.7479,4.7822,6.2805,4.6933,3.2881,2.2943
9.1045,4.8227,6.3117,4.7662,3.3094,2.529
9.7026,7.0072,4.7461,5.0932,3.4275,2.431
8.1179,7.4949,4.7994,3.6437,3.4978,2.4826
8.4435,7.9364,5.0454,3.6752,3.5672,2.5133
8.515,8.1244,5.4168,3.9612,3.6892,2.524
7.9529,5.8708,4.9271,3.9725,2.5633,2.5655
8.1375,5.9838,5.0298,3.848,2.5942,2.7377
8.2608,7.0865,5.0911,4.116,3.4618,1.7837
8.5562,5.7486,5.1926,4.3892,3.7419,1.7946
6.6632,5.8922,5.0287,4.42,3.9719,1.8996
6.8506,5.9561,5.0797,4.5559,3.9831,1.9206
7.0055,6.44,5.576,4.6484,4.0042,2.6786
7.0367,6.7222,4.5243,3.2549,4.025,2.7451
7.3979,6.7528,4.5552,3.3465,3.5329,2.7687
7.4909,6.888,4.6323,3.4877,3.6769,3.0479
7.9032,5.6006,5.0511,3.7563,3.7582,2.9136
7.9554,5.8862,5.2067,4.1076,2.5002,3.1034
7.1689,6.0999,5.2378,4.1334,2.9012,3.1246
7.4158,5.8293,5.4371,4.5527,2.5946,1.991
7.4599,5.8508,5.5392,4.6379,2.6663,2.0013
7.4716,5.9026,4.8937,4.6995,2.8188,2.119
7.3741,6.3412,5.0621,4.2371,3.47,2.4192
7.4878,6.4032,4.36,4.7097,3.4804,2.4299
7.5091,6.7138,4.5045,3.8168,3.7331,2.4709
7.5298,5.9185,4.7043,3.8879,3.7435,2.6647
6.1672,6.0309,4.0073,3.4385,3.9361,2.7377
6.2597,6.0412,4.1802,3.5507,4.0878,2.7583
6.5924,6.5935,4.453,3.6119,4.1803,2.7789
6.6339,5.3147,4.4737,3.8252,3.6702,2.9194
6.1276,5.408,4.5344,4.4761,3.8317,3.0513
8.2678,5.4396,4.8457,4.5476,3.8829,3.0833
8.2891,5.4499,4.8762,4.5073,3.1322,3.2262
6.8914,5.0925,4.8865,4.5359,3.1831,2.3017
7.1776,5.2365,5.5576,4.5764,3.3072,2.3838
7.5838,5.1728,5.6387,4.7139,3.4691,2.4241
7.8567,5.6159,4.5573,4.0281,2.6291,2.4793
6.9495,5.6474,4.7824,4.0695,2.7405,2.2887
6.9709,5.4675,4.8539,4.1312,2.625,2.4605
7.0453,5.488,4.8951,2.9223,2.7077,2.6073
8.2309,5.6706,4.5867,3.1183,2.3558,2.386
8.4948,5.8956,4.7849,3.1593,2.3764,2.1594
8.8846,6.6017,5.0083,3.1798,2.4382,2.1808
8.9253,7.0132,5.1542,3.2048,3.3634,2.2123
