0.6,0.8,1.0,1.2,1.4,1.6
4.5104,4.2336,3.8793,3.8137,3.7822,3.7541
4.6808,4.3121,4.1204,3.8405,3.7865,3.7564
3.7622,4.0249,4.1284,3.6642,3.4694,3.4311
3.8393,4.1785,3.7428,3.7115,3.4757,3.4313
4.149,3.7309,3.7874,3.4611,3.4379,3.3858
4.3478,3.7353,3.8496,3.4613,3.4381,3.4064
3.8958,3.9635,3.4805,3.675,3.6275,3.5938
4.1697,4.0332,3.4869,3.6898,3.6522,3.598
4.0393,3.7979,3.5156,3.557,3.513,3.4668
4.0395,3.8148,3.7174,3.5572,3.5214,3.4833
4.0068,3.8571,3.891,3.5702,3.5407,3.505
4.1748,3.8635,3.9096,3.5826,3.541,3.5052
3.9092,3.8679,3.599,3.542,3.4624,3.4001
3.9608,3.9112,3.6097,3.5876,3.4728,3.4126
3.9572,3.7836,3.6364,3.4888,3.4634,3.4195
3.9676,3.7838,3.6801,3.5033,3.4698,3.4238
3.807,3.9126,3.7865,3.6901,3.6565,3.6023
3.8535,3.9211,3.8092,3.7065,3.6628,3.6106
3.8088,3.7275,3.7375,3.4703,3.4324,3.3914
3.8419,3.767,3.748,3.4806,3.4428,3.4064
3.8011,3.775,3.7524,3.5242,3.4906,3.4505
3.9402,3.7793,3.5389,3.5244,3.4908,3.4631
3.7322,3.6336,3.5474,3.5297,3.5144,3.4805
3.7731,3.7692,3.5841,3.5361,3.5187,3.4807
3.8537,3.6894,3.7174,3.439,3.4146,3.3608
3.8906,3.6961,3.7177,3.4555,3.4149,3.3818
4.2577,3.8161,3.7487,3.5802,3.547,3.5216
4.3103,3.8245,3.5054,3.5804,3.5472,3.536
3.9643,3.835,3.5345,3.5395,3.4976,3.4679
4.0679,3.9096,3.5388,3.5458,3.502,3.4783
3.9011,3.7366,3.5538,3.4284,3.4049,3.359
3.9791,3.7495,3.5623,3.4388,3.4072,3.3632
3.8573,3.8286,3.585,3.5476,3.4994,3.4643
3.8575,3.8391,3.5677,3.5478,3.5121,3.4731
3.7682,3.7702,3.5679,3.5488,3.513,3.4709
3.8029,3.8239,3.5911,3.5639,3.5316,3.4834
4.0798,3.688,3.4644,3.4496,3.4244,3.3785
4.1255,3.7308,3.4932,3.4498,3.4306,3.391
4.5887,3.878,3.5039,3.6472,3.6111,3.563
4.6784,3.8863,3.6198,3.6602,3.6238,3.5869
4.5283,4.1943,3.62,3.856,3.7995,3.7715
4.549,4.2634,3.6244,3.8666,3.8141,3.7759
3.9948,4.1385,3.6218,3.7121,3.6653,3.6191
4.0943,4.1655,3.7495,3.7124,3.6655,3.6234
4.1441,3.9011,3.7623,3.5801,3.5672,3.5222
4.1505,3.9221,3.5122,3.6,3.5674,3.5224
3.9494,3.9408,3.5202,3.6445,3.609,3.5591
4.0403,3.9904,3.5341,3.6528,3.6214,3.5735
3.8351,3.7372,3.5749,3.4658,3.4181,3.3759
3.8516,3.7415,3.6007,3.466,3.4306,3.3802
4.1649,3.7729,3.6516,3.5633,3.5399,3.5105
4.2398,3.7933,3.5819,3.5697,3.5401,3.5229
4.2283,3.9714,3.5864,4.8963,4.856,4.8201
4.3488,4.0206,3.6135,4.9086,4.8685,4.8244
3.7994,4.026,3.4874,3.7128,3.6753,3.6434
3.8081,4.0367,3.4876,3.7191,3.6919,3.6478
4.3988,3.7116,3.4919,3.7414,3.702,3.658
4.4808,3.7703,3.7904,3.7416,3.7042,3.6583
3.7192,4.2267,3.8176,3.4775,3.446,3.4136
