1.0,1.2,1.4,1.6,1.8,2.0
2.4783,1.8095,1.7636,2.0478,1.0707,0.9338
2.4907,1.8806,1.779,2.0704,1.0951,0.9618
2.9706,2.8992,2.4942,1.9224,1.7155,0.9682
2.584,2.7264,2.5685,2.0691,1.752,1.2603
2.6442,2.8674,2.2493,1.4876,1.5648,1.3188
2.6819,3.1027,2.2649,1.6841,1.6167,1.4238
2.4596,2.2141,2.4531,1.8528,1.3325,1.4756
2.5089,2.3512,2.4654,1.992,1.4144,1.5123
2.6624,2.0641,2.0898,1.8963,1.3242,1.1953
2.7651,2.5232,2.1229,1.1979,1.4183,1.2095
2.8457,2.5704,1.939,1.2324,1.8527,1.2471
2.8488,2.0618,2.0077,1.4486,1.8651,1.0472
3.0403,2.0776,2.135,1.5537,0.752,1.1413
3.1043,1.0855,1.953,1.4317,0.777,1.3665
1.5702,1.1041,1.9779,0.8904,1.2822,1.391
1.5766,2.8642,1.7177,0.9029,1.3022,1.6382
1.7202,2.979,1.8362,1.622,1.1575,0.7196
2.1208,1.835,0.9989,1.6499,1.2373,0.7229
2.1364,1.8624,2.4229,1.3022,0.7853,0.726
2.1435,2.2025,1.5986,1.3623,0.7884,1.0812
2.3122,2.2123,1.7405,1.2928,1.3968,1.1904
2.4404,1.5664,1.45,1.3126,1.5437,1.1937
2.4656,1.6554,1.469,1.7761,1.0705,1.1102
1.7564,2.2116,1.3999,1.7976,1.0797,1.1193
2.8306,2.616,1.5653,0.9866,0.9441,0.6737
2.8491,1.7938,1.6133,1.0344,1.0448,0.6954
3.1501,1.8216,2.024,1.5622,1.4819,1.0868
3.2869,2.813,2.2388,1.5655,1.494,1.183
3.1413,2.9959,1.39,1.2253,0.882,1.2391
3.1697,1.4696,2.3033,1.3103,0.8979,0.8246
1.7702,1.637,2.3156,1.9609,1.3296,0.8792
1.8058,2.848,1.5556,2.0315,1.3361,0.9924
1.9839,1.8739,2.1795,1.1753,1.1037,1.0277
2.3197,2.3516,2.3127,1.1815,1.7018,0.7861
2.3228,2.3889,2.1421,1.5625,1.7387,0.8467
2.3594,2.3683,2.1547,1.6854,0.8603,1.2241
3.04,2.3898,1.7873,1.933,1.3541,1.2515
3.1721,2.1488,1.6133,1.6561,1.3866,0.7458
3.3371,2.1981,1.6287,1.5073,1.4671,0.7676
2.4637,1.6846,1.8526,1.0717,1.7937,0.853
2.8366,2.4297,1.8558,1.6287,1.5219,1.1608
2.8741,2.4482,1.846,1.6642,1.6308,1.2233
2.9654,2.0589,1.8672,1.7491,1.4851,1.255
3.2775,2.1465,2.0813,1.1012,1.4914,0.8834
3.3088,2.3507,2.094,1.5899,0.6971,0.8987
1.9921,2.363,1.6482,1.6309,0.7765,1.4379
2.0681,1.7968,1.6763,1.6567,1.2629,1.4442
2.1062,2.0147,1.9928,1.6874,1.3567,1.5139
2.7452,2.6652,2.015,1.8295,1.5358,0.8142
2.7543,2.8918,1.7562,1.5727,0.8911,0.8235
2.4375,2.0635,1.9578,1.6002,0.9496,0.9106
2.4915,2.1433,2.3158,1.703,1.2904,0.9261
