4.0,4.2,4.4,4.6,4.8,5.0
9.554,8.3195,6.7209,4.8492,3.5399,2.6271
9.7697,8.8142,6.9983,4.9745,3.6623,2.9271
9.9876,8.9585,7.5358,5.0616,3.7411,2.928
9.4432,9.0029,7.6353,5.2882,3.7417,3.0697
9.6566,9.2558,7.7378,5.5398,3.6325,2.6326
9.8319,8.1994,6.666,4.8638,3.6926,2.9442
9.988,8.6676,6.7875,4.986,3.6933,2.9447
9.5269,8.8131,7.5082,5.0926,3.7527,3.0488
9.6826,8.8774,7.6318,5.2395,3.9279,2.8881
9.8997,9.1119,7.733,5.4641,4.0418,3.207
9.9591,8.9032,7.2382,5.2788,4.0879,3.2299
9.8793,9.2493,7.3523,5.4179,4.0887,3.3234
9.5459,9.3948,8.126,5.6364,3.4591,2.5735
9.6825,9.4378,8.2169,5.6371,3.576,2.8671
9.4756,9.6832,8.3285,5.9277,3.5767,2.868
9.6316,7.7753,6.4028,4.675,3.6548,2.9666
9.9854,8.2427,6.5419,4.8138,3.458,2.5579
9.9863,8.3211,7.1664,4.8533,3.5743,2.85
9.8472,8.4001,7.3042,4.9913,3.5749,2.8509
9.828,8.635,7.3819,5.2852,3.5756,2.9682
9.5536,7.749,6.3671,4.6498,3.7234,2.7446
9.7869,8.1759,6.5046,4.7478,3.8448,3.0697
9.9447,8.2928,7.1632,4.8646,3.8872,3.0706
9.9845,8.2937,7.2992,4.9629,3.8879,3.1749
9.8358,8.527,7.3382,5.2944,3.8436,2.65
9.9651,8.5685,7.1157,5.2174,3.9323,2.9561
9.8334,9.0369,7.3597,5.3425,3.9749,2.9775
9.5819,9.1472,7.9233,5.4272,3.9757,3.0819
9.6807,9.1936,8.0663,5.672,3.4685,2.5823
9.6736,9.4438,8.1514,5.8614,3.5852,2.8764
9.7722,8.5582,7.0931,5.2012,3.586,2.8773
9.7217,9.0103,7.2039,5.329,3.6248,3.0153
9.9764,9.1829,7.9151,5.4287,3.6148,2.6938
9.4981,9.1836,8.0729,5.5385,3.7362,2.9986
9.6538,9.5098,8.1584,5.8633,3.818,2.9995
9.9693,7.8453,6.4883,4.6838,3.8186,3.1429
9.6729,8.2555,6.548,4.8426,3.4589,2.572
9.7726,8.3537,7.1966,4.9403,3.576,2.8452
9.8242,8.4334,7.2763,5.0946,3.6541,2.8653
9.9638,8.6869,7.4133,5.2535,3.6547,2.965
